date,country,new_cases,new_deaths,total_cases,total_deaths,tests,region,subregion,ISO3,population_total,year,case_prev,case_inc,test_rate
2020-03-14,China,19,15,80973,3194,320000.0,Asia,Eastern Asia,CHN,1433783691.9999998,2019,5.64750460280727e-05,1.325165023567586e-08,0.00022318568817980395
2020-03-15,China,22,9,80995,3203,320000.0,Asia,Eastern Asia,CHN,1433783691.9999998,2019,5.649039004413506e-05,1.534401606236152e-08,0.00022318568817980395
2020-03-16,China,25,14,81020,3217,320000.0,Asia,Eastern Asia,CHN,1433783691.9999998,2019,5.650782642602411e-05,1.743638188904718e-08,0.00022318568817980395
2020-03-17,China,110,9,81130,3226,320000.0,Asia,Eastern Asia,CHN,1433783691.9999998,2019,5.658454650633592e-05,7.67200803118076e-08,0.00022318568817980395
2020-03-18,China,33,16,81163,3242,320000.0,Asia,Eastern Asia,CHN,1433783691.9999998,2019,5.660756253042946e-05,2.3016024093542282e-08,0.00022318568817980395
2020-03-19,China,75,8,81238,3250,320000.0,Asia,Eastern Asia,CHN,1433783691.9999998,2019,5.66598716760966e-05,5.230914566714155e-08,0.00022318568817980395
2020-03-07,Colombia,1,0,1,0,2571.0,Americas,Latin America and the Caribbean,COL,50339443.0,2019,1.9865138356814952e-08,1.9865138356814952e-08,5.1073270715371246e-05
2020-03-10,Colombia,2,0,3,0,2571.0,Americas,Latin America and the Caribbean,COL,50339443.0,2019,5.959541507044486e-08,3.9730276713629905e-08,5.1073270715371246e-05
2020-03-12,Colombia,6,0,9,0,2571.0,Americas,Latin America and the Caribbean,COL,50339443.0,2019,1.7878624521133457e-07,1.1919083014088972e-07,5.1073270715371246e-05
2020-03-14,Colombia,7,0,16,0,2571.0,Americas,Latin America and the Caribbean,COL,50339443.0,2019,3.1784221370903924e-07,1.3905596849770466e-07,5.1073270715371246e-05
2020-03-15,Colombia,18,0,34,0,2571.0,Americas,Latin America and the Caribbean,COL,50339443.0,2019,6.754147041317084e-07,3.5757249042266915e-07,5.1073270715371246e-05
2020-03-16,Colombia,11,0,45,0,2571.0,Americas,Latin America and the Caribbean,COL,50339443.0,2019,8.939312260566729e-07,2.1851652192496448e-07,5.1073270715371246e-05
2020-03-17,Colombia,12,0,57,0,2571.0,Americas,Latin America and the Caribbean,COL,50339443.0,2019,1.1323128863384522e-06,2.3838166028177944e-07,5.1073270715371246e-05
2020-03-18,Colombia,8,0,65,0,2571.0,Americas,Latin America and the Caribbean,COL,50339443.0,2019,1.2912339931929719e-06,1.5892110685451962e-07,5.1073270715371246e-05
2020-03-19,Colombia,37,0,102,0,2571.0,Americas,Latin America and the Caribbean,COL,50339443.0,2019,2.0262441123951253e-06,7.350101192021532e-07,5.1073270715371246e-05
2020-03-16,Congo,1,0,1,0,,Africa,Sub-Saharan Africa,COG,5380504.0,2019,1.8585619488434542e-07,1.8585619488434542e-07,
2020-03-17,Congo,0,0,1,0,,Africa,Sub-Saharan Africa,COG,5380504.0,2019,1.8585619488434542e-07,0.0,
2020-03-18,Congo,0,0,1,0,,Africa,Sub-Saharan Africa,COG,5380504.0,2019,1.8585619488434542e-07,0.0,
2020-03-19,Congo,2,0,3,0,,Africa,Sub-Saharan Africa,COG,5380504.0,2019,5.575685846530362e-07,3.7171238976869084e-07,
2020-03-07,Costa Rica,1,0,1,0,,Americas,Latin America and the Caribbean,CRI,5047561.0,2019,1.9811548587525737e-07,1.9811548587525737e-07,
2020-03-09,Costa Rica,4,0,5,0,,Americas,Latin America and the Caribbean,CRI,5047561.0,2019,9.905774293762868e-07,7.924619435010295e-07,
2020-03-10,Costa Rica,4,0,9,0,,Americas,Latin America and the Caribbean,CRI,5047561.0,2019,1.7830393728773163e-06,7.924619435010295e-07,
2020-03-11,Costa Rica,4,0,13,0,,Americas,Latin America and the Caribbean,CRI,5047561.0,2019,2.5755013163783458e-06,7.924619435010295e-07,
2020-03-12,Costa Rica,9,0,22,0,,Americas,Latin America and the Caribbean,CRI,5047561.0,2019,4.358540689255662e-06,1.7830393728773163e-06,
2020-03-13,Costa Rica,1,0,23,0,,Americas,Latin America and the Caribbean,CRI,5047561.0,2019,4.55665617513092e-06,1.9811548587525737e-07,
2020-03-14,Costa Rica,3,0,26,0,,Americas,Latin America and the Caribbean,CRI,5047561.0,2019,5.1510026327566915e-06,5.943464576257721e-07,
2020-03-15,Costa Rica,1,0,27,0,,Americas,Latin America and the Caribbean,CRI,5047561.0,2019,5.349118118631949e-06,1.9811548587525737e-07,
2020-03-16,Costa Rica,8,0,35,0,,Americas,Latin America and the Caribbean,CRI,5047561.0,2019,6.934042005634008e-06,1.584923887002059e-06,
2020-03-17,Costa Rica,6,0,41,0,,Americas,Latin America and the Caribbean,CRI,5047561.0,2019,8.122734920885552e-06,1.1886929152515442e-06,
2020-03-18,Costa Rica,9,0,50,0,,Americas,Latin America and the Caribbean,CRI,5047561.0,2019,9.905774293762869e-06,1.7830393728773163e-06,
2020-03-19,Costa Rica,19,1,69,1,,Americas,Latin America and the Caribbean,CRI,5047561.0,2019,1.3669968525392759e-05,3.7641942316298904e-06,
2020-03-12,Cote d'Ivoire,1,0,1,0,,Africa,Sub-Saharan Africa,CIV,25716554.0,2019,3.888545875936566e-08,3.888545875936566e-08,
2020-03-15,Cote d'Ivoire,3,0,4,0,,Africa,Sub-Saharan Africa,CIV,25716554.0,2019,1.5554183503746264e-07,1.1665637627809698e-07,
2020-03-16,Cote d'Ivoire,0,0,4,0,,Africa,Sub-Saharan Africa,CIV,25716554.0,2019,1.5554183503746264e-07,0.0,
2020-03-17,Cote d'Ivoire,1,0,5,0,,Africa,Sub-Saharan Africa,CIV,25716554.0,2019,1.944272937968283e-07,3.888545875936566e-08,
2020-03-18,Cote d'Ivoire,0,0,5,0,,Africa,Sub-Saharan Africa,CIV,25716554.0,2019,1.944272937968283e-07,0.0,
2020-03-19,Cote d'Ivoire,1,0,6,0,,Africa,Sub-Saharan Africa,CIV,25716554.0,2019,2.3331275255619396e-07,3.888545875936566e-08,
2019-12-31,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-01-01,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-01-02,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-01-03,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-01-04,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-01-05,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-01-06,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-01-07,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-01-08,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-01-09,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-01-10,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-01-11,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-01-12,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-01-13,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-01-14,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-01-15,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-01-16,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-01-17,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-01-18,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-01-19,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-01-20,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-01-21,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-01-22,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-01-23,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-01-24,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-01-25,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-01-26,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-01-27,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-01-28,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-01-29,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-01-30,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-01-31,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-02-01,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-02-02,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-02-03,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-02-04,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-02-05,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-02-06,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-02-07,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-02-08,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-02-09,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-02-10,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-02-11,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-02-12,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-02-13,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-02-14,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-02-15,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-02-16,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-02-17,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-02-18,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-02-19,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-02-20,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-02-21,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-02-22,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-02-23,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-02-24,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-02-25,Croatia,0,0,0,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,0.0,0.0,0.000280609224659038
2020-02-26,Croatia,1,0,1,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,2.421132223115082e-07,2.421132223115082e-07,0.000280609224659038
2020-02-27,Croatia,1,0,2,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,4.842264446230164e-07,2.421132223115082e-07,0.000280609224659038
2020-02-28,Croatia,1,0,3,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,7.263396669345246e-07,2.421132223115082e-07,0.000280609224659038
2020-02-29,Croatia,2,0,5,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,1.210566111557541e-06,4.842264446230164e-07,0.000280609224659038
2020-03-01,Croatia,0,0,5,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,1.210566111557541e-06,0.0,0.000280609224659038
2020-03-02,Croatia,2,0,7,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,1.6947925561805573e-06,4.842264446230164e-07,0.000280609224659038
2020-03-03,Croatia,1,0,8,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,1.9369057784920656e-06,2.421132223115082e-07,0.000280609224659038
2020-03-04,Croatia,1,0,9,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,2.179019000803574e-06,2.421132223115082e-07,0.000280609224659038
2020-03-06,Croatia,1,0,10,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,2.421132223115082e-06,2.421132223115082e-07,0.000280609224659038
2020-03-07,Croatia,1,0,11,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,2.66324544542659e-06,2.421132223115082e-07,0.000280609224659038
2020-03-08,Croatia,1,0,12,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,2.9053586677380984e-06,2.421132223115082e-07,0.000280609224659038
2020-03-11,Croatia,1,0,13,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,3.1474718900496067e-06,2.421132223115082e-07,0.000280609224659038
2020-03-12,Croatia,3,0,16,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,3.873811556984131e-06,7.263396669345246e-07,0.000280609224659038
2020-03-13,Croatia,9,0,25,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,6.052830557787705e-06,2.179019000803574e-06,0.000280609224659038
2020-03-14,Croatia,6,0,31,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,7.505509891656754e-06,1.4526793338690492e-06,0.000280609224659038
2020-03-15,Croatia,6,0,37,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,8.958189225525804e-06,1.4526793338690492e-06,0.000280609224659038
2020-03-16,Croatia,11,0,48,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,1.1621434670952394e-05,2.66324544542659e-06,0.000280609224659038
2020-03-17,Croatia,8,0,56,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,1.3558340449444458e-05,1.9369057784920656e-06,0.000280609224659038
2020-03-18,Croatia,13,0,69,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,1.6705812339494066e-05,3.1474718900496067e-06,0.000280609224659038
2020-03-19,Croatia,12,0,81,0,1159.0,Europe,Southern Europe,HRV,4130299.0,2019,1.9611171007232164e-05,2.9053586677380984e-06,0.000280609224659038
2020-03-12,Cuba,3,0,3,0,,Americas,Latin America and the Caribbean,CUB,11333483.999999998,2019,2.647023633685811e-07,2.647023633685811e-07,
2020-03-14,Cuba,1,0,4,0,,Americas,Latin America and the Caribbean,CUB,11333483.999999998,2019,3.529364844914415e-07,8.823412112286038e-08,
2020-03-15,Cuba,0,0,4,0,,Americas,Latin America and the Caribbean,CUB,11333483.999999998,2019,3.529364844914415e-07,0.0,
2020-03-18,Cuba,3,0,7,0,,Americas,Latin America and the Caribbean,CUB,11333483.999999998,2019,6.176388478600226e-07,2.647023633685811e-07,
2020-03-19,Cuba,4,1,11,1,,Americas,Latin America and the Caribbean,CUB,11333483.999999998,2019,9.705753323514642e-07,3.529364844914415e-07,
2020-03-10,Cyprus,2,0,2,0,,Asia,Western Asia,CYP,1198573.9999999998,2019,1.6686495785825493e-06,1.6686495785825493e-06,
2020-03-12,Cyprus,4,0,6,0,,Asia,Western Asia,CYP,1198573.9999999998,2019,5.005948735747648e-06,3.3372991571650986e-06,
2020-03-14,Cyprus,8,0,14,0,,Asia,Western Asia,CYP,1198573.9999999998,2019,1.1680547050077844e-05,6.674598314330197e-06,
2020-03-15,Cyprus,7,0,21,0,,Asia,Western Asia,CYP,1198573.9999999998,2019,1.752082057511677e-05,5.840273525038922e-06,
2020-03-16,Cyprus,9,0,30,0,,Asia,Western Asia,CYP,1198573.9999999998,2019,2.5029743678738237e-05,7.508923103621471e-06,
2020-03-17,Cyprus,10,0,40,0,,Asia,Western Asia,CYP,1198573.9999999998,2019,3.3372991571650985e-05,8.343247892912746e-06,
2020-03-18,Cyprus,0,0,40,0,,Asia,Western Asia,CYP,1198573.9999999998,2019,3.3372991571650985e-05,0.0,
2020-03-19,Cyprus,18,0,58,0,,Asia,Western Asia,CYP,1198573.9999999998,2019,4.839083777889393e-05,1.5017846207242943e-05,
2019-12-31,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-01-01,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-01-02,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-01-03,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-01-04,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-01-05,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-01-06,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-01-07,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-01-08,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-01-09,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-01-10,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-01-11,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-01-12,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-01-13,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-01-14,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-01-15,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-01-16,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-01-17,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-01-18,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-01-19,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-01-20,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-01-21,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-01-22,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-01-23,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-01-24,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-01-25,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-01-26,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-01-27,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-01-28,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-01-29,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-01-30,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-01-31,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-02-01,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-02-02,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-02-03,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-02-04,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-02-05,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-02-06,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-02-07,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-02-08,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-02-09,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-02-10,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-02-11,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-02-12,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-02-13,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-02-14,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-02-15,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-02-16,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-02-17,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-02-18,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-02-19,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-02-20,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-02-21,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-02-22,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-02-23,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-02-24,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-02-25,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-02-26,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-02-27,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-02-28,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-02-29,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-03-01,Czechia,0,0,0,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,0.0,0.0,0.0005895663226095317
2020-03-02,Czechia,3,0,3,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,2.8065677052183356e-07,2.8065677052183356e-07,0.0005895663226095317
2020-03-03,Czechia,2,0,5,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,4.677612842030559e-07,1.8710451368122237e-07,0.0005895663226095317
2020-03-04,Czechia,0,0,5,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,4.677612842030559e-07,0.0,0.0005895663226095317
2020-03-05,Czechia,3,0,8,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,7.484180547248895e-07,2.8065677052183356e-07,0.0005895663226095317
2020-03-06,Czechia,4,0,12,0,6302.0,Europe,Eastern Europe,CZE,10689213.0,2019,1.1226270820873342e-06,3.7420902736244474e-07,0.0005895663226095317
